case_id	terminal	lifecycle	trust_resume_metadata	surface	boss_bridge	executable_health	expected_recovery	expected_recovery_prompt	expected_readiness	optimal_operator_outcome	optimal_boss_outcome
WB-1261	codex	running	trusted_auto_no_session	boss_pane_collapsed	needs_update	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1262	codex	running	trusted_auto_no_session	boss_pane_collapsed	needs_update	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1263	codex	running	trusted_auto_no_session	boss_pane_collapsed	agent_missing	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1264	codex	running	trusted_auto_no_session	boss_pane_collapsed	agent_missing	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1265	codex	running	trusted_auto_no_session	terminal_focus	registered	available	noAction	false	ready	Operator sees OpenAI Codex terminal as currently running on terminal focus mode; posture is trusted, auto-resume enabled, no native session metadata. Controls stay available and no human gate is invented.	Selected Ouro boss can inspect, summarize, and control the OpenAI Codex terminal session through Workbench MCP.
WB-1266	codex	running	trusted_auto_no_session	terminal_focus	registered	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on terminal focus mode; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1267	codex	running	trusted_auto_no_session	terminal_focus	not_registered	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on terminal focus mode; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1268	codex	running	trusted_auto_no_session	terminal_focus	not_registered	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on terminal focus mode; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1269	codex	running	trusted_auto_no_session	terminal_focus	needs_update	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on terminal focus mode; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1270	codex	running	trusted_auto_no_session	terminal_focus	needs_update	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on terminal focus mode; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1271	codex	running	trusted_auto_no_session	terminal_focus	agent_missing	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on terminal focus mode; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1272	codex	running	trusted_auto_no_session	terminal_focus	agent_missing	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on terminal focus mode; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1273	codex	running	trusted_auto_no_session	archived_session	registered	available	noAction	false	attention	Operator can keep working with OpenAI Codex terminal as currently running on archived session visible only as archive/history; posture is trusted, auto-resume enabled, no native session metadata. Workbench surfaces: Usable with watch points: no active terminal agents remain after archive filtering.	Selected Ouro boss can answer status questions and keep moving only where the next action is clear.
WB-1274	codex	running	trusted_auto_no_session	archived_session	registered	missing	noAction	false	attention	Operator can keep working with OpenAI Codex terminal as currently running on archived session visible only as archive/history; posture is trusted, auto-resume enabled, no native session metadata. Workbench surfaces: Usable with watch points: no active terminal agents remain after archive filtering.	Selected Ouro boss can answer status questions and keep moving only where the next action is clear.
WB-1275	codex	running	trusted_auto_no_session	archived_session	not_registered	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on archived session visible only as archive/history; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1276	codex	running	trusted_auto_no_session	archived_session	not_registered	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on archived session visible only as archive/history; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1277	codex	running	trusted_auto_no_session	archived_session	needs_update	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on archived session visible only as archive/history; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1278	codex	running	trusted_auto_no_session	archived_session	needs_update	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on archived session visible only as archive/history; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1279	codex	running	trusted_auto_no_session	archived_session	agent_missing	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on archived session visible only as archive/history; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1280	codex	running	trusted_auto_no_session	archived_session	agent_missing	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on archived session visible only as archive/history; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1281	codex	running	trusted_no_auto	sidebar_dashboard	registered	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar visible with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1282	codex	running	trusted_no_auto	sidebar_dashboard	registered	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar visible with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1283	codex	running	trusted_no_auto	sidebar_dashboard	not_registered	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar visible with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1284	codex	running	trusted_no_auto	sidebar_dashboard	not_registered	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar visible with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1285	codex	running	trusted_no_auto	sidebar_dashboard	needs_update	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar visible with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1286	codex	running	trusted_no_auto	sidebar_dashboard	needs_update	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar visible with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1287	codex	running	trusted_no_auto	sidebar_dashboard	agent_missing	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar visible with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1288	codex	running	trusted_no_auto	sidebar_dashboard	agent_missing	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar visible with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1289	codex	running	trusted_no_auto	sidebar_hidden_dashboard	registered	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar hidden with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1290	codex	running	trusted_no_auto	sidebar_hidden_dashboard	registered	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar hidden with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1291	codex	running	trusted_no_auto	sidebar_hidden_dashboard	not_registered	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar hidden with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1292	codex	running	trusted_no_auto	sidebar_hidden_dashboard	not_registered	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar hidden with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1293	codex	running	trusted_no_auto	sidebar_hidden_dashboard	needs_update	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar hidden with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1294	codex	running	trusted_no_auto	sidebar_hidden_dashboard	needs_update	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar hidden with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1295	codex	running	trusted_no_auto	sidebar_hidden_dashboard	agent_missing	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar hidden with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1296	codex	running	trusted_no_auto	sidebar_hidden_dashboard	agent_missing	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar hidden with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1297	codex	running	trusted_no_auto	boss_pane_collapsed	registered	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1298	codex	running	trusted_no_auto	boss_pane_collapsed	registered	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1299	codex	running	trusted_no_auto	boss_pane_collapsed	not_registered	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1300	codex	running	trusted_no_auto	boss_pane_collapsed	not_registered	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1301	codex	running	trusted_no_auto	boss_pane_collapsed	needs_update	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1302	codex	running	trusted_no_auto	boss_pane_collapsed	needs_update	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1303	codex	running	trusted_no_auto	boss_pane_collapsed	agent_missing	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1304	codex	running	trusted_no_auto	boss_pane_collapsed	agent_missing	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1305	codex	running	trusted_no_auto	terminal_focus	registered	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on terminal focus mode; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1306	codex	running	trusted_no_auto	terminal_focus	registered	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on terminal focus mode; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1307	codex	running	trusted_no_auto	terminal_focus	not_registered	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on terminal focus mode; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1308	codex	running	trusted_no_auto	terminal_focus	not_registered	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on terminal focus mode; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1309	codex	running	trusted_no_auto	terminal_focus	needs_update	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on terminal focus mode; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1310	codex	running	trusted_no_auto	terminal_focus	needs_update	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on terminal focus mode; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1311	codex	running	trusted_no_auto	terminal_focus	agent_missing	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on terminal focus mode; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1312	codex	running	trusted_no_auto	terminal_focus	agent_missing	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on terminal focus mode; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing; terminal agent auto-resume is disabled.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1313	codex	running	trusted_no_auto	archived_session	registered	available	noAction	false	attention	Operator can keep working with OpenAI Codex terminal as currently running on archived session visible only as archive/history; posture is trusted, auto-resume disabled. Workbench surfaces: Usable with watch points: no active terminal agents remain after archive filtering.	Selected Ouro boss can answer status questions and keep moving only where the next action is clear.
WB-1314	codex	running	trusted_no_auto	archived_session	registered	missing	noAction	false	attention	Operator can keep working with OpenAI Codex terminal as currently running on archived session visible only as archive/history; posture is trusted, auto-resume disabled. Workbench surfaces: Usable with watch points: no active terminal agents remain after archive filtering.	Selected Ouro boss can answer status questions and keep moving only where the next action is clear.
WB-1315	codex	running	trusted_no_auto	archived_session	not_registered	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on archived session visible only as archive/history; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1316	codex	running	trusted_no_auto	archived_session	not_registered	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on archived session visible only as archive/history; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1317	codex	running	trusted_no_auto	archived_session	needs_update	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on archived session visible only as archive/history; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1318	codex	running	trusted_no_auto	archived_session	needs_update	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on archived session visible only as archive/history; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1319	codex	running	trusted_no_auto	archived_session	agent_missing	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on archived session visible only as archive/history; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1320	codex	running	trusted_no_auto	archived_session	agent_missing	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on archived session visible only as archive/history; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1321	codex	running	untrusted_auto	sidebar_dashboard	registered	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar visible with dashboard expanded; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1322	codex	running	untrusted_auto	sidebar_dashboard	registered	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar visible with dashboard expanded; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1323	codex	running	untrusted_auto	sidebar_dashboard	not_registered	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar visible with dashboard expanded; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1324	codex	running	untrusted_auto	sidebar_dashboard	not_registered	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar visible with dashboard expanded; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1325	codex	running	untrusted_auto	sidebar_dashboard	needs_update	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar visible with dashboard expanded; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1326	codex	running	untrusted_auto	sidebar_dashboard	needs_update	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar visible with dashboard expanded; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1327	codex	running	untrusted_auto	sidebar_dashboard	agent_missing	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar visible with dashboard expanded; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1328	codex	running	untrusted_auto	sidebar_dashboard	agent_missing	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar visible with dashboard expanded; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1329	codex	running	untrusted_auto	sidebar_hidden_dashboard	registered	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar hidden with dashboard expanded; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1330	codex	running	untrusted_auto	sidebar_hidden_dashboard	registered	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar hidden with dashboard expanded; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1331	codex	running	untrusted_auto	sidebar_hidden_dashboard	not_registered	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar hidden with dashboard expanded; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1332	codex	running	untrusted_auto	sidebar_hidden_dashboard	not_registered	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar hidden with dashboard expanded; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
